4320
[6, 3, 6, 6, 6, 3, 6, 6, 5, 1]
[3, 6, 1, 6, 3, 6, 5, 6, 6, 6]
[6, 5, 6, 6, 3, 1, 6, 6, 6, 6]
[3, 3, 6, 6, 6, 5, 6, 6, 1, 6]
[3, 6, 6, 3, 6, 5, 6, 6, 1, 6]
[6, 3, 3, 3, 6, 5, 6, 6, 6, 6]
[3, 6, 6, 6, 3, 3, 6, 5, 6, 6]
[6, 1, 6, 3, 6, 6, 6, 5, 3, 6]
[3, 6, 6, 3, 6, 6, 5, 3, 6, 6]
[3, 3, 1, 6, 5, 6, 6, 6, 6, 6]
[6, 6, 5, 3, 6, 6, 3, 6, 6, 1]
[6, 1, 6, 3, 6, 5, 6, 6, 6, 5]
[6, 6, 5, 6, 6, 1, 6, 3, 6, 3]
[6, 6, 3, 6, 5, 6, 6, 6, 3, 3]
[6, 6, 5, 6, 6, 1, 6, 6, 3, 6]
[6, 6, 1, 6, 6, 6, 6, 3, 5, 3]
[6, 1, 6, 5, 6, 3, 6, 6, 6, 5]
[3, 6, 6, 1, 6, 3, 6, 6, 5, 6]
[6, 5, 6, 6, 3, 6, 6, 3, 1, 6]
[6, 6, 6, 6, 3, 1, 6, 3, 6, 5]
[6, 5, 3, 6, 1, 3, 6, 6, 6, 6]
[1, 6, 5, 6, 6, 6, 6, 3, 6, 5]
[6, 6, 3, 1, 6, 6, 6, 5, 3, 6]
[6, 1, 6, 3, 3, 6, 6, 6, 6, 5]
[6, 6, 6, 3, 6, 6, 6, 5, 3, 1]
