8100
[6, 6, 14, 6, 14, 6, 19, 0, 6, 17]
[6, 6, 0, 14, 14, 6, 17, 6, 19, 6]
[6, 14, 6, 6, 0, 6, 6, 14, 19, 17]
[6, 17, 6, 6, 6, 6, 14, 19, 0, 14]
[6, 14, 6, 19, 6, 6, 6, 0, 17, 14]
[14, 14, 6, 19, 6, 0, 17, 6, 6, 6]
[6, 6, 6, 19, 14, 0, 6, 6, 14, 17]
[14, 6, 6, 6, 0, 14, 6, 17, 19, 6]
[14, 17, 6, 6, 6, 14, 6, 0, 19, 6]
[0, 17, 14, 19, 6, 6, 6, 14, 6, 6]
[6, 6, 14, 0, 14, 6, 19, 6, 6, 17]
[6, 6, 14, 14, 0, 6, 19, 6, 6, 17]
[6, 17, 14, 6, 14, 0, 19, 6, 6, 6]
[6, 6, 0, 14, 17, 6, 6, 6, 19, 14]
[6, 6, 19, 0, 6, 14, 17, 6, 14, 6]
[17, 6, 0, 6, 14, 6, 6, 19, 14, 6]
[6, 14, 6, 14, 6, 17, 19, 0, 6, 6]
[0, 6, 6, 14, 19, 6, 14, 17, 6, 6]
[17, 19, 6, 0, 14, 6, 6, 14, 6, 6]
[6, 17, 6, 19, 6, 0, 14, 6, 6, 14]
[17, 0, 6, 14, 6, 6, 14, 6, 19, 6]
[14, 17, 6, 0, 19, 14, 6, 6, 6, 6]
